"Timestamp","Q.1.Institution","Q.2.Role","Q.3.Discipline","Q.4.Fund","Q.5.Seniority","Q.6.Use.Software","Q.7.Importance.Software","Q.8.Developing.Software","Q.9.Training.Software","Q.10.Cost.Software","Q.11.Main.Software","E.1.Job.Title","E.2.Gender","E.3.Contract","E.4.OS","dataOrigin","Question.1..In.which.country.do.you.live.","X","X.1","Q.2.I conduct research","Q.2.I develop software for researchers","Q.2.I manage researchers or research projects","Q.2.I support researchers","Q.4.Fund.clean","Q.9.Training.Software.clean","Q.9.Training.Software.YN","E.1.Job.Title.clean","E.2.Gender.clean","E.4.OS.clean"
"10/21/2014 13:20:49",NA,"I conduct research","Biological, mathematical & physical sciences","University central funds","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","I'm not involved in bid writing","R, Eclipse, Stand Visualisation System, ","PhD Student","Female","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"University central funds","Self-taugh+Taught","Yes","Postgraduate student","Female","Microsoft Windows"
"10/21/2014 13:23:39","University of Leeds","I conduct research, I support researchers","Social studies","University central funds","1-5 years","Yes","My work would require more effort, but it would still be possible","No","No","I'm not involved in bid writing","","PhD Candidate","Male","Prefer not to say","Mac OS X","survey",NA,NA,NA,1,0,0,1,"University central funds","No","No","Postgraduate student","Male","Mac OS X"
"10/21/2014 13:24:20","University of Glasgow","I conduct research","Social studies","ESRC - Economic and Social Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No","NVivo","Research Assistant","Male","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"ESRC - Economic and Social Research Council","Self-Taught","No",NA,"Male","Microsoft Windows"
"10/21/2014 13:39:13","University of Sheffield","I conduct research","Social studies","University central funds","1-5 years","Yes","It would not be practical to conduct my work without software","No","Yes - a taught course, Yes - self taught using online resources or books","No","SPSS, R, Qualtrics","University Teacher","Female","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"University central funds","Self-taugh+Taught","Yes","Technician","Female","Microsoft Windows"
"10/21/2014 13:44:17","University of Glasgow","I conduct research","Biological, mathematical & physical sciences","private","More than 20 years","No","It would make no significant difference to my work","No","Yes - a taught course","No","","Research Fellow","Male","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"Insufficient information","Taught","Yes",NA,"Male","Microsoft Windows"
"10/21/2014 13:45:21","University of Bristol","I conduct research","Biological, mathematical & physical sciences","Wellcome Trust","1-5 years","Yes","My work would require more effort, but it would still be possible","No","No","No","imageJ, excel, ","post-doctoral researcher","Female","Permanent","Mac OS X","survey",NA,NA,NA,1,0,0,0,"Wellcome Trust","No","No","Researcher","Female","Mac OS X"
"10/21/2014 13:46:50","University of Bristol","I conduct research, I support researchers","Medicine, dentistry & health","Wellcome Trust","15-20 years","No","It would make no significant difference to my work","No","No","I'm not involved in bid writing","","Research Assistant","Female","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,0,1,"Wellcome Trust","No","No",NA,"Female","Microsoft Windows"
"10/21/2014 13:50:08","University of Glasgow","I conduct research","Social studies","ESRC - Economic and Social Research Council","1-5 years","Yes","My work would require more effort, but it would still be possible","No","No","No","QSR NVivo","Research Associate","Female","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"ESRC - Economic and Social Research Council","No","No",NA,"Female","Microsoft Windows"
"10/21/2014 14:06:06","University of Bristol","I conduct research","Biological, mathematical & physical sciences","Don't know","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","No","No","Papers3, R, TNT, MrBayes, RAxML, Mesquite.","PhD student","Male","Fixed term","Mac OS X","survey",NA,NA,NA,1,0,0,0,"Don't know","No","No","Postgraduate student","Male","Mac OS X"
"10/21/2014 14:07:17","University of Liverpool","I conduct research","Medicine, dentistry & health","Wellcome Trust","1-5 years","Yes","It would not be practical to conduct my work without software","No","No","No","stata, graphpad, excel, cardiff teleform","clinical research fellow","Female","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"Wellcome Trust","No","No",NA,"Female","Microsoft Windows"
"10/21/2014 14:09:08","Imperial College London","I conduct research","Engineering & technology","Skolkovo foundation","6-10 years","Yes","It would not be practical to conduct my work without software","No","No","Yes","OPUS, Microsoft office 2010, Mathlab","Research Associate","Male","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"Other charity or fundation","No","No",NA,"Male","Microsoft Windows"
"10/21/2014 14:11:28","Imperial College London","I conduct research, I support researchers","Engineering & technology","Private company","6-10 years","Yes","My work would require more effort, but it would still be possible","No","Yes - a taught course","No","Nemrodw","Research Associate","Female","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,1,"Industry","Taught","Yes",NA,"Female","Microsoft Windows"
"10/21/2014 14:11:37","University of Bristol","I conduct research","Agriculture, forestry & veterinary science","University central funds","6-10 years","Yes","It would not be practical to conduct my work without software","No","No","No","SPSS, NVivo","Senior Clinical Fellow in Small Animal Medicine","Female","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"University central funds","No","No","Researcher","Female","Microsoft Windows"
"10/21/2014 14:11:42",NA,"I conduct research, I support researchers","Humanities & language based studies & archaeology","University central funds","More than 20 years","No","It would make no significant difference to my work","No","No","No","","Professor","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,0,1,"University central funds","No","No","Professor","Male","Microsoft Windows"
"10/21/2014 14:15:10","University of Sheffield","I conduct research","Biological, mathematical & physical sciences","MRC - Medical Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","No","No","I'm not involved in bid writing","FIJI, A plasmid editor. ","Postgradulate research (PhD student)","Female","Prefer not to say","Don't have a preference","survey",NA,NA,NA,1,0,0,0,"MRC - Medical Research Council","No","No","Postgraduate student","Female",NA
"10/21/2014 14:15:21","University of Liverpool","I support researchers, technician","Biological, mathematical & physical sciences","EPSRC - Engineering and Physical Sciences Research Council","More than 20 years","No","It would make no significant difference to my work","No","Yes - a taught course","I'm not involved in bid writing","","electronics technician","Male","Permanent","Don't have a preference","survey",NA,NA,NA,0,0,0,1,"EPSRC - Engineering and Physical Sciences Research Council","Taught","Yes","Technician","Male",NA
"10/21/2014 14:21:04",NA,"I conduct research, I support researchers, I manage researchers or research projects","Social studies","ESRC - Economic and Social Research Council","More than 20 years","Yes","It would not be practical to conduct my work without software","No","No","No","SPSS, NVivo","Professor of Law and Socio-Legal Studies","Female","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,1,1,"ESRC - Economic and Social Research Council","No","No","Professor","Female","Microsoft Windows"
"10/21/2014 14:22:47","The University of Nottingham","I conduct research","Biological, mathematical & physical sciences","BBSRC - Biotechnology and Biological Sciences Research Council","1-5 years","Yes","My work would require more effort, but it would still be possible","No","No","No","GenSAT
Leica LF AF
IMARIS","Research Fellow","Female","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"BBSRC - Biotechnology and Biological Sciences Research Council","No","No",NA,"Female","Microsoft Windows"
"10/21/2014 14:31:41","University of Sheffield","I conduct research, I support researchers, I manage researchers or research projects","Medicine, dentistry & health","MRC - Medical Research Council","15-20 years","Yes","It would not be practical to conduct my work without software","Yes","No","No, but we expected to develop software as part of the project","Statistical Parametric Mapping (SPM8)
MatLab
LabView
Python
Presentation
","Senior Lecturer in Neuroimaging","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,1,1,"MRC - Medical Research Council","No","No","Lecturer","Male","Microsoft Windows"
"10/21/2014 14:36:07","The University of Nottingham","I conduct research","Biological, mathematical & physical sciences","European Union","6-10 years","Yes","My work would require more effort, but it would still be possible","Yes","No","No","Matlab, Igor Pro, Maple, Comsol, SolidWorks, Altium, Python, C/C++","Research Fellow","Male","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"Europe","No","No",NA,"Male","Microsoft Windows"
"10/21/2014 14:38:29","University of Bristol","I conduct research","Biological, mathematical & physical sciences","NERC - Natural Environment Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No","R, samtools, MEGA, ","PhD students","","","","survey",NA,NA,NA,1,0,0,0,"NERC - Natural Environment Research Council","Self-taugh+Taught","Yes","Postgraduate student","",""
"10/21/2014 14:41:37","University of Bristol","I conduct research, I manage researchers or research projects","Biological, mathematical & physical sciences","BBSRC - Biotechnology and Biological Sciences Research Council","11-15 years","Yes","My work would require more effort, but it would still be possible","No","Yes - self taught using online resources or books","No","MATLAB
SigmaPlot
VectorNTI","Royal Society URF and Senior Lecturer","Male","Permanent","Mac OS X","survey",NA,NA,NA,1,0,1,0,"BBSRC - Biotechnology and Biological Sciences Research Council","Self-Taught","No","Lecturer","Male","Mac OS X"
"10/21/2014 14:46:05","Imperial College London","I conduct research","Biological, mathematical & physical sciences","EPSRC - Engineering and Physical Sciences Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","","PhD student","Male","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"EPSRC - Engineering and Physical Sciences Research Council","Self-Taught","No","Postgraduate student","Male","Microsoft Windows"
